Currency,Date,Closing Price (USD)
BTC,03/01/2018,14881.545
ETH,03/01/2018,884.858
BTC,04/01/2018,15104.45
ETH,04/01/2018,947.321
BTC,05/01/2018,14953.8525
ETH,05/01/2018,1038.38
BTC,06/01/2018,16576.69625
ETH,06/01/2018,1012.87
BTC,07/01/2018,16735.10625
ETH,07/01/2018,1086.05
BTC,08/01/2018,15632.41125
ETH,08/01/2018,1261.41
BTC,09/01/2018,15242.93625
ETH,09/01/2018,1219.73
BTC,10/01/2018,14122.825
ETH,10/01/2018,1405.21
BTC,11/01/2018,13269.5975
ETH,11/01/2018,1149.06
BTC,12/01/2018,13633.36375
ETH,12/01/2018,1205.84
BTC,13/01/2018,14165.90625
ETH,13/01/2018,1299.95
BTC,14/01/2018,14217.3625
ETH,14/01/2018,1358.78
BTC,15/01/2018,13519.92625
ETH,15/01/2018,1345.07
BTC,16/01/2018,12915.11625
ETH,16/01/2018,1244.83
BTC,17/01/2018,10870.16875
ETH,17/01/2018,987.103
BTC,18/01/2018,11340.65
ETH,18/01/2018,1004.16
BTC,19/01/2018,11137.36875
ETH,19/01/2018,1025.69
BTC,20/01/2018,11742.94125
ETH,20/01/2018,1076.94
BTC,21/01/2018,12486.06625
ETH,21/01/2018,1126.83
BTC,22/01/2018,11508.62
ETH,22/01/2018,1069.17
BTC,23/01/2018,10872.9025
ETH,23/01/2018,996.166
BTC,24/01/2018,10830.9275
ETH,24/01/2018,970.868
BTC,25/01/2018,11629.375
ETH,25/01/2018,1088.43
BTC,26/01/2018,11524.345
ETH,26/01/2018,1066.74
BTC,27/01/2018,11005.615
ETH,27/01/2018,1057.04
BTC,28/01/2018,11452.23
ETH,28/01/2018,1147.66
BTC,29/01/2018,11412.79375
ETH,29/01/2018,1222.23
BTC,30/01/2018,10917.15125
ETH,30/01/2018,1160.35
BTC,31/01/2018,9914.4725
ETH,31/01/2018,1066.72
BTC,01/02/2018,9970.30875
ETH,01/02/2018,1143.47
BTC,02/02/2018,8715.59499
ETH,02/02/2018,956.065
BTC,03/02/2018,8285.50124
ETH,03/02/2018,881.151
BTC,04/02/2018,9192.045
ETH,04/02/2018,952.92
BTC,05/02/2018,8136.39
ETH,05/02/2018,834.563
BTC,06/02/2018,6332.37
ETH,06/02/2018,597.362
BTC,07/02/2018,7270.5075
ETH,07/02/2018,748.825
BTC,08/02/2018,7987.28125
ETH,08/02/2018,819.749
BTC,09/02/2018,8086.7725
ETH,09/02/2018,806.536
BTC,10/02/2018,8930.13875
ETH,10/02/2018,899.807
BTC,11/02/2018,8045.44
ETH,11/02/2018,818.451
BTC,12/02/2018,8478.92499
ETH,12/02/2018,847.771
BTC,13/02/2018,8766.8525
ETH,13/02/2018,852.951
BTC,14/02/2018,8693.2525
ETH,14/02/2018,852.05
BTC,15/02/2018,9659.2875
ETH,15/02/2018,937.988
BTC,16/02/2018,10110.83875
ETH,16/02/2018,931.282
BTC,17/02/2018,10474.77125
ETH,17/02/2018,966.12
BTC,18/02/2018,10855.9375
ETH,18/02/2018,958.569
BTC,19/02/2018,10537.00625
ETH,19/02/2018,933.128
BTC,20/02/2018,11416.03875
ETH,20/02/2018,953.288
BTC,21/02/2018,10928.02
ETH,21/02/2018,884.42
BTC,22/02/2018,10727.9525
ETH,22/02/2018,860.26
BTC,23/02/2018,9809.72125
ETH,23/02/2018,846.845
BTC,24/02/2018,10412.36875
ETH,24/02/2018,875.513
BTC,25/02/2018,9585.285
ETH,25/02/2018,844.86
BTC,26/02/2018,9627.71625
ETH,26/02/2018,856.866
BTC,27/02/2018,10272.9025
ETH,27/02/2018,876.038
BTC,28/02/2018,10903.01875
ETH,28/02/2018,888.402
BTC,01/03/2018,10352.04625
ETH,01/03/2018,860.857
BTC,02/03/2018,11100.2925
ETH,02/03/2018,873.699
BTC,03/03/2018,11305.1225
ETH,03/03/2018,864.679
BTC,04/03/2018,11171.8175
ETH,04/03/2018,848.463
BTC,05/03/2018,11558.475
ETH,05/03/2018,868.916
BTC,06/03/2018,11246.7475
ETH,06/03/2018,847.965
BTC,07/03/2018,10735.88625
ETH,07/03/2018,813.011
BTC,08/03/2018,9552.75875
ETH,08/03/2018,744.534
BTC,09/03/2018,8980.19249
ETH,09/03/2018,664.342
BTC,10/03/2018,9251.2925
ETH,10/03/2018,738.324
BTC,11/03/2018,8680.6075
ETH,11/03/2018,685.044
BTC,12/03/2018,9433.47374
ETH,12/03/2018,716.613
BTC,13/03/2018,9047.5125
ETH,13/03/2018,695.532
BTC,14/03/2018,9260.70875
ETH,14/03/2018,701.269
BTC,15/03/2018,7895.98875
ETH,15/03/2018,591.096
BTC,16/03/2018,8039.6025
ETH,16/03/2018,600.368
BTC,17/03/2018,8206.555
ETH,17/03/2018,597.817
BTC,18/03/2018,7667.99
ETH,18/03/2018,521.624
BTC,19/03/2018,8189.49125
ETH,19/03/2018,530.252
BTC,20/03/2018,8597.3375
ETH,20/03/2018,555.856
BTC,21/03/2018,9028.2975
ETH,21/03/2018,564.488
BTC,22/03/2018,9023.7175
ETH,22/03/2018,572.542
BTC,23/03/2018,8411.6525
ETH,23/03/2018,517.185
BTC,24/03/2018,8881.98625
ETH,24/03/2018,541.707
BTC,25/03/2018,8548.8125
ETH,25/03/2018,521.724
BTC,26/03/2018,8429.33124
ETH,26/03/2018,523.52
BTC,27/03/2018,7854.6375
ETH,27/03/2018,463.19
BTC,28/03/2018,7863.255
ETH,28/03/2018,450.538
BTC,29/03/2018,7866.36
ETH,29/03/2018,443.373
BTC,30/03/2018,6861.325
ETH,30/03/2018,378.868
BTC,31/03/2018,6970.36375
ETH,31/03/2018,411.018
BTC,01/04/2018,6926.875
ETH,01/04/2018,396.412
BTC,02/04/2018,6986.835
ETH,02/04/2018,383.916
BTC,03/04/2018,7182.12
ETH,03/04/2018,391.748
BTC,04/04/2018,7295.89
ETH,04/04/2018,405.765
BTC,05/04/2018,6769.48375
ETH,05/04/2018,373.281
BTC,06/04/2018,6766.5925
ETH,06/04/2018,379.748
BTC,07/04/2018,6854.92125
ETH,07/04/2018,380.796
BTC,08/04/2018,6964.4325
ETH,08/04/2018,387.714
BTC,09/04/2018,7125.53875
ETH,09/04/2018,409.585
BTC,10/04/2018,6789.2675
ETH,10/04/2018,399.745
BTC,11/04/2018,6824.49375
ETH,11/04/2018,413.486
BTC,12/04/2018,6941.63875
ETH,12/04/2018,435.394
BTC,13/04/2018,7823.55875
ETH,13/04/2018,489.661
BTC,14/04/2018,8040.88125
ETH,14/04/2018,506.973
BTC,15/04/2018,8083.57375
ETH,15/04/2018,509.939
BTC,16/04/2018,8160.4125
ETH,16/04/2018,517.333
BTC,17/04/2018,8030.57
ETH,17/04/2018,506.427
BTC,18/04/2018,7937.61
ETH,18/04/2018,506.94
BTC,19/04/2018,8188.71875
ETH,19/04/2018,534.342
BTC,20/04/2018,8333.81374
ETH,20/04/2018,573.796
BTC,21/04/2018,8866.67
ETH,21/04/2018,609.413
BTC,22/04/2018,8830.05875
ETH,22/04/2018,602.142
BTC,23/04/2018,8868.16124
ETH,23/04/2018,634.939
BTC,24/04/2018,9191.82
ETH,24/04/2018,667.432
BTC,25/04/2018,9373.3025
ETH,25/04/2018,683.127
BTC,26/04/2018,8807.515
ETH,26/04/2018,618.484
BTC,27/04/2018,9153.64125
ETH,27/04/2018,655.692
BTC,28/04/2018,9144.38375
ETH,28/04/2018,663.8
BTC,29/04/2018,9444.1425
ETH,29/04/2018,693.961
BTC,30/04/2018,9268.7175
ETH,30/04/2018,687.262
BTC,01/05/2018,8949.87624
ETH,01/05/2018,646.964
BTC,02/05/2018,9029.47875
ETH,02/05/2018,671.417
BTC,03/05/2018,9228.8525
ETH,03/05/2018,717.994
BTC,04/05/2018,9572.69875
ETH,04/05/2018,772.539
BTC,05/05/2018,9817.5975
ETH,05/05/2018,801.875
BTC,06/05/2018,9845.54375
ETH,06/05/2018,827.905
BTC,07/05/2018,9326.76125
ETH,07/05/2018,753.517
BTC,08/05/2018,9424.99124
ETH,08/05/2018,769.821
BTC,09/05/2018,9039.02875
ETH,09/05/2018,727.918
BTC,10/05/2018,9327.04999
ETH,10/05/2018,757.211
BTC,11/05/2018,8920.25625
ETH,11/05/2018,732.901
BTC,12/05/2018,8408.35875
ETH,12/05/2018,679.977
BTC,13/05/2018,8442.23875
ETH,13/05/2018,684.785
BTC,14/05/2018,8398.86249
ETH,14/05/2018,703.981
BTC,15/05/2018,8711.38875
ETH,15/05/2018,729.895
BTC,16/05/2018,8159.25625
ETH,16/05/2018,687.973
BTC,17/05/2018,8360.22875
ETH,17/05/2018,713.386
BTC,18/05/2018,7996.82125
ETH,18/05/2018,673.3
BTC,19/05/2018,8237.3425
ETH,19/05/2018,695.009
BTC,20/05/2018,8250.395
ETH,20/05/2018,706.022
BTC,21/05/2018,8493.13125
ETH,21/05/2018,713.5
BTC,22/05/2018,8324.025
ETH,22/05/2018,690.107
BTC,23/05/2018,7951.51375
ETH,23/05/2018,644.311
BTC,24/05/2018,7614.96375
ETH,24/05/2018,595.5972994
BTC,25/05/2018,7599.9525
ETH,25/05/2018,601.6164347
BTC,26/05/2018,7436.835
ETH,26/05/2018,585.7910358
BTC,27/05/2018,7296.79625
ETH,27/05/2018,580.6514361
BTC,28/05/2018,7383.2175
ETH,28/05/2018,570.9259435
BTC,29/05/2018,7118.42375
ETH,29/05/2018,525.1807399
BTC,30/05/2018,7491.61125
ETH,30/05/2018,568.5415693
BTC,31/05/2018,7363.27625
ETH,31/05/2018,562.1821832
BTC,01/06/2018,7490.62125
ETH,01/06/2018,570.8657402
BTC,02/06/2018,7518.333329
ETH,02/06/2018,577.2573643
BTC,03/06/2018,7630.403388
ETH,03/06/2018,591.3811229
BTC,04/06/2018,7716.145068
ETH,04/06/2018,618.302767
BTC,05/06/2018,7505.589277
ETH,05/06/2018,591.5490749
BTC,06/06/2018,7624.187971
ETH,06/06/2018,607.829423
BTC,12/06/2018,6780.340803
ETH,12/06/2018,524.0590803
BTC,13/06/2018,6525.329182
ETH,13/06/2018,489.9241164
BTC,14/06/2018,6321.655965
ETH,14/06/2018,475.9563347
BTC,15/06/2018,6601.324158
ETH,15/06/2018,512.9190714
BTC,16/06/2018,6397.44117
ETH,16/06/2018,488.3687531
BTC,17/06/2018,6529.544015
ETH,17/06/2018,500.0207313
BTC,18/06/2018,6482.868697
ETH,18/06/2018,498.8184644
BTC,19/06/2018,6711.64967
ETH,19/06/2018,516.8910223
BTC,20/06/2018,6731.710147
ETH,20/06/2018,534.7978411
BTC,21/06/2018,6736.867721
ETH,21/06/2018,534.2355789
BTC,22/06/2018,6729.925937
ETH,22/06/2018,524.5293003
BTC,23/06/2018,6099.445277
ETH,23/06/2018,470.3616439
BTC,24/06/2018,6198.700824
ETH,24/06/2018,477.9411747
BTC,25/06/2018,6142.39257
ETH,25/06/2018,462.3994713
BTC,26/06/2018,6244.328455
ETH,26/06/2018,459.0803912
BTC,27/06/2018,6148.422705
ETH,27/06/2018,436.042235
BTC,28/06/2018,6140.1915
ETH,28/06/2018,434.7699917
BTC,29/06/2018,5954.526582
ETH,29/06/2018,421.9666672
BTC,30/06/2018,6189.309252
ETH,30/06/2018,429.1666217
BTC,01/07/2018,6343.8922
ETH,01/07/2018,431.3976063
BTC,02/07/2018,6373.277854
ETH,02/07/2018,440.7371841
BTC,03/07/2018,6629.749595
ETH,03/07/2018,469.0499411
BTC,04/07/2018,6482.830594
ETH,04/07/2018,444.4693275
BTC,05/07/2018,6589.632793
ETH,05/07/2018,400.6601287
BTC,06/07/2018,6538.682432
ETH,06/07/2018,467.6379308
BTC,08/07/2018,6570.427592
ETH,08/07/2018,468.5140721
BTC,09/07/2018,6744.988679
ETH,09/07/2018,490.2092957
BTC,10/07/2018,6694.530851
ETH,10/07/2018,476.6778612
BTC,11/07/2018,6364.38759
ETH,11/07/2018,437.8051692
BTC,12/07/2018,6360.446668
ETH,12/07/2018,440.6431414
BTC,13/07/2018,6144.810118
ETH,13/07/2018,424.2814104
BTC,15/07/2018,6254.678129
ETH,15/07/2018,433.4045742
BTC,16/07/2018,6366.349904
ETH,16/07/2018,449.827529
BTC,17/07/2018,6671.625919
ETH,17/07/2018,475.4163206
BTC,18/07/2018,7315.55104
ETH,18/07/2018,499.6780592
BTC,19/07/2018,7359.737018
ETH,19/07/2018,480.6790499
BTC,20/07/2018,7484.63967
ETH,20/07/2018,469.2643809
BTC,21/07/2018,7357.445677
ETH,21/07/2018,450.1085444
BTC,22/07/2018,7424.734238
ETH,22/07/2018,464.1531629
BTC,23/07/2018,7411.200525
ETH,23/07/2018,457.9176406
BTC,24/07/2018,7730.24748
ETH,24/07/2018,450.5578227
BTC,25/07/2018,8325.801534
ETH,25/07/2018,476.8981975
BTC,26/07/2018,8271.59792
ETH,26/07/2018,475.1970813
BTC,27/07/2018,7925.247396
ETH,27/07/2018,462.6938104
BTC,28/07/2018,8254.277348
ETH,28/07/2018,472.4247446
BTC,29/07/2018,8184.695535
ETH,29/07/2018,466.8324427
BTC,30/07/2018,8201.89009
ETH,30/07/2018,465.7744995
BTC,31/07/2018,8166.38836
ETH,31/07/2018,455.5215743
BTC,01/08/2018,7700.834129
ETH,01/08/2018,430.6546991
BTC,02/08/2018,7588.58618
ETH,02/08/2018,420.8337079
BTC,03/08/2018,7547.314951
ETH,03/08/2018,411.5598612
BTC,04/08/2018,7423.074378
ETH,04/08/2018,417.4339015
BTC,05/08/2018,7396.041122
ETH,05/08/2018,415.4096661
BTC,06/08/2018,7411.515299
ETH,06/08/2018,415.6028997
BTC,07/08/2018,7402.336634
ETH,07/08/2018,415.3476442
BTC,08/08/2018,6748.441484
ETH,08/08/2018,380.437976
BTC,09/08/2018,6460.153155
ETH,09/08/2018,366.8881165
BTC,10/08/2018,6482.973449
ETH,10/08/2018,367.596849
BTC,11/08/2018,6092.533104
ETH,11/08/2018,328.7843935
BTC,12/08/2018,6391.599258
ETH,12/08/2018,327.1062375
BTC,13/08/2018,6338.738957
ETH,13/08/2018,319.3901246
BTC,14/08/2018,6260.192995
ETH,14/08/2018,283.9345147
BTC,15/08/2018,6123.447601
ETH,15/08/2018,266.2161521
BTC,16/08/2018,6332.6069
ETH,16/08/2018,286.4645935
BTC,17/08/2018,6273.88807
ETH,17/08/2018,285.2719982
BTC,18/08/2018,6566.595283
ETH,18/08/2018,315.4903177
BTC,19/08/2018,6396.946369
ETH,19/08/2018,295.2530912
BTC,20/08/2018,6516.668382
ETH,20/08/2018,301.3690628
BTC,21/08/2018,6299.395333
ETH,21/08/2018,273.7707155
BTC,22/08/2018,6470.733567
ETH,22/08/2018,280.3396658
BTC,23/08/2018,6355.881809
ETH,23/08/2018,269.0130144
BTC,24/08/2018,6503.832362
ETH,24/08/2018,275.1806304
BTC,25/08/2018,6675.360683
ETH,25/08/2018,280.5280263
BTC,26/08/2018,6725.032327
ETH,26/08/2018,278.882836
BTC,27/08/2018,6689.822683
ETH,27/08/2018,273.4441079
BTC,28/08/2018,6756.628926
ETH,28/08/2018,280.0060814
BTC,29/08/2018,7084.293617
ETH,29/08/2018,296.4874529
BTC,30/08/2018,7059.231235
ETH,30/08/2018,290.7130769
BTC,31/08/2018,6938.914582
ETH,31/08/2018,283.7533763
BTC,01/09/2018,7028.447312
ETH,01/09/2018,282.252688
BTC,02/09/2018,7198.058436
ETH,02/09/2018,295.2665416
BTC,03/09/2018,7282.858514
ETH,03/09/2018,293.1154634
BTC,04/09/2018,7260.251593
ETH,04/09/2018,288.8294571
BTC,05/09/2018,7361.271864
ETH,05/09/2018,285.7017058
BTC,06/09/2018,6913.115013
ETH,06/09/2018,241.4980125
BTC,07/09/2018,6471.493884
ETH,07/09/2018,227.1030723
BTC,08/09/2018,6400.268706
ETH,08/09/2018,215.9792155
BTC,09/09/2018,6181.744207
ETH,09/09/2018,194.9635634
BTC,10/09/2018,6253.937201
ETH,10/09/2018,194.5894182
BTC,11/09/2018,6275.083132
ETH,11/09/2018,192.4379873
BTC,12/09/2018,6275.669588
ETH,12/09/2018,191.7467557
BTC,13/09/2018,6277.494409
ETH,13/09/2018,191.5202629
BTC,14/09/2018,6283.1842
ETH,14/09/2018,193.7431874
BTC,15/09/2018,6285.982466
ETH,15/09/2018,194.4848772
BTC,16/09/2018,6280.310107
ETH,16/09/2018,194.1911408
BTC,17/09/2018,6281.409356
ETH,17/09/2018,193.7440122
BTC,18/09/2018,6273.220083
ETH,18/09/2018,192.5358077
BTC,19/09/2018,6278.595486
ETH,19/09/2018,193.4390729
BTC,20/09/2018,6282.610727
ETH,20/09/2018,193.3880219
BTC,21/09/2018,6288.07017
ETH,21/09/2018,194.25753
BTC,22/09/2018,6317.699685
ETH,22/09/2018,198.1301307
BTC,23/09/2018,6293.836421
ETH,23/09/2018,194.3920142
BTC,24/09/2018,6289.621327
ETH,24/09/2018,194.4580941
BTC,25/09/2018,6466.994564
ETH,25/09/2018,221.7447447
BTC,26/09/2018,6391.385981
ETH,26/09/2018,209.3312467
BTC,27/09/2018,6509.776621
ETH,27/09/2018,217.8791006
BTC,28/09/2018,6698.416047
ETH,28/09/2018,228.9911605
BTC,29/09/2018,6502.688151
ETH,29/09/2018,217.3480245
BTC,30/09/2018,6576.61432
ETH,30/09/2018,231.306701
BTC,01/10/2018,6647.387947
ETH,01/10/2018,232.950445
BTC,02/10/2018,6603.754342
ETH,02/10/2018,230.3961795
BTC,03/10/2018,6576.354229
ETH,03/10/2018,227.7244629
BTC,04/10/2018,6481.24577
ETH,04/10/2018,219.08526
BTC,05/10/2018,6594.935786
ETH,05/10/2018,222.7394808
BTC,06/10/2018,6630.575297
ETH,06/10/2018,227.7409118
BTC,07/10/2018,6595.260326
ETH,07/10/2018,225.0935629
BTC,08/10/2018,6591.686318
ETH,08/10/2018,224.7099627
BTC,09/10/2018,6662.8685
ETH,09/10/2018,229.6834779
BTC,10/10/2018,6663.021071
ETH,10/10/2018,228.6631765
BTC,11/10/2018,6619.495845
ETH,11/10/2018,226.082983
BTC,12/10/2018,6285.859203
ETH,12/10/2018,198.9386008
BTC,13/10/2018,6309.198921
ETH,13/10/2018,197.1067155
BTC,14/10/2018,6331.131154
ETH,14/10/2018,201.4179528
BTC,15/10/2018,6361.417016
ETH,15/10/2018,199.7879795
BTC,16/10/2018,6721.587503
ETH,16/10/2018,213.3377842
BTC,17/10/2018,6724.833078
ETH,17/10/2018,213.2126115
BTC,18/10/2018,6444.74701
ETH,18/10/2018,203.7579405
BTC,19/10/2018,6374.648863
ETH,19/10/2018,198.4931997
BTC,20/10/2018,6372.686817
ETH,20/10/2018,200.2083266
BTC,21/10/2018,6407.479085
ETH,21/10/2018,202.7111077
BTC,22/10/2018,6412.530491
ETH,22/10/2018,201.9697632
BTC,23/10/2018,6396.880154
ETH,23/10/2018,200.9975754
BTC,24/10/2018,6396.252324
ETH,24/10/2018,201.1292118
BTC,25/10/2018,6407.667175
ETH,25/10/2018,200.4194894
BTC,26/10/2018,6405.500726
ETH,26/10/2018,200.2399671
BTC,27/10/2018,6392.179337
ETH,27/10/2018,200.1886816
BTC,28/10/2018,6429.687141
ETH,28/10/2018,202.7953465
BTC,30/10/2018,6266.189683
ETH,30/10/2018,194.8325478
BTC,31/10/2018,6276.4645
ETH,31/10/2018,195.6592733
BTC,01/11/2018,6321.713671
ETH,01/11/2018,197.04379
BTC,02/11/2018,6341.094813
ETH,02/11/2018,197.6120727
BTC,03/11/2018,6360.141272
ETH,03/11/2018,200.2366085
BTC,04/11/2018,6344.738943
ETH,04/11/2018,198.8207892
BTC,05/11/2018,6405.139755
ETH,05/11/2018,208.8782948
BTC,06/11/2018,6396.352124
ETH,06/11/2018,208.1085442
BTC,07/11/2018,6425.917802
ETH,07/11/2018,217.0567251
BTC,08/11/2018,6514.489453
ETH,08/11/2018,217.3580437
BTC,09/11/2018,6412.524289
ETH,09/11/2018,211.576354
BTC,10/11/2018,6343.632504
ETH,10/11/2018,208.4317284
BTC,11/11/2018,6365.655232
ETH,11/11/2018,211.8943565
BTC,12/11/2018,6327.480646
ETH,12/11/2018,208.7611236
BTC,13/11/2018,6327.154696
ETH,13/11/2018,208.5602524
BTC,14/11/2018,6282.438677
ETH,14/11/2018,204.0936778
BTC,15/11/2018,5524.801093
ETH,15/11/2018,175.0018498
BTC,16/11/2018,5511.152834
ETH,16/11/2018,176.5338295
BTC,17/11/2018,5448.600634
ETH,17/11/2018,170.9644973
BTC,18/11/2018,5497.411279
ETH,18/11/2018,172.4227591
BTC,19/11/2018,5553.014895
ETH,19/11/2018,174.284234
BTC,20/11/2018,4800.342897
ETH,20/11/2018,146.5471692
BTC,21/11/2018,4246.312774
ETH,21/11/2018,125.7555888
BTC,22/11/2018,4478.299558
ETH,22/11/2018,133.282179
BTC,23/11/2018,4405.744031
ETH,23/11/2018,128.1883999
BTC,24/11/2018,4329.91722
ETH,24/11/2018,122.6725869
BTC,25/11/2018,3728.872648
ETH,25/11/2018,110.0448363
BTC,26/11/2018,3951.205029
ETH,26/11/2018,114.1145074
BTC,27/11/2018,3640.557165
ETH,27/11/2018,104.3975846
BTC,28/11/2018,3792.192364
ETH,28/11/2018,110.2687594
BTC,29/11/2018,4174.319972
ETH,29/11/2018,120.0311166
BTC,30/11/2018,4218.608363
ETH,30/11/2018,116.0877313
BTC,01/12/2018,3952.447895
ETH,01/12/2018,111.4911437
BTC,02/12/2018,4178.603828
ETH,02/12/2018,117.6414342
BTC,03/12/2018,4118.518242
ETH,03/12/2018,115.4385357
BTC,04/12/2018,3847.032737
ETH,04/12/2018,108.0357964
BTC,05/12/2018,3889.29212
ETH,05/12/2018,109.0668853
BTC,06/12/2018,3713.573383
ETH,06/12/2018,102.1066863
BTC,07/12/2018,3578.206624
ETH,07/12/2018,92.57817464
BTC,08/12/2018,3391.874146
ETH,08/12/2018,93.27533106
BTC,09/12/2018,3452.616185
ETH,09/12/2018,92.14089242
BTC,10/12/2018,3507.306367
ETH,10/12/2018,92.415549
BTC,11/12/2018,3419.733768
ETH,11/12/2018,89.52455656
BTC,12/12/2018,3360.946628
ETH,12/12/2018,87.34211241
BTC,13/12/2018,3414.833749
ETH,13/12/2018,88.70928092
BTC,14/12/2018,3263.547913
ETH,14/12/2018,84.57517415
BTC,15/12/2018,3212.207081
ETH,15/12/2018,83.36845577
BTC,16/12/2018,3194.962272
ETH,16/12/2018,83.14924108
BTC,17/12/2018,3200.642468
ETH,17/12/2018,84.22103608
BTC,18/12/2018,3478.461203
ETH,18/12/2018,93.14244639
BTC,19/12/2018,3562.894946
ETH,19/12/2018,95.33637204
BTC,20/12/2018,3709.316759
ETH,20/12/2018,100.4732858
BTC,21/12/2018,4065.799953
ETH,21/12/2018,113.2408047
BTC,22/12/2018,3824.739794
ETH,22/12/2018,107.772416
BTC,23/12/2018,3862.726329
ETH,23/12/2018,112.9109053
BTC,24/12/2018,3949.794342
ETH,24/12/2018,129.9295019
BTC,25/12/2018,4054.29626
ETH,25/12/2018,140.9478191
BTC,26/12/2018,3767.350024
ETH,26/12/2018,128.632904
BTC,27/12/2018,3807.153022
ETH,27/12/2018,130.7066629
BTC,28/12/2018,3587.198223
ETH,28/12/2018,114.7827176
BTC,29/12/2018,3865.5293
ETH,29/12/2018,133.4127406
BTC,01/01/2019,3689.56462
ETH,01/01/2019,131.3735702
BTC,02/01/2019,3715.564441
ETH,02/01/2019,137.7276456
BTC,03/01/2019,3882.304754
ETH,03/01/2019,153.9656358
BTC,04/01/2019,3795.592741
ETH,04/01/2019,148.7968733
BTC,05/01/2019,3812.381108
ETH,05/01/2019,152.873631
BTC,06/01/2019,3809.914343
ETH,06/01/2019,155.0953606
BTC,07/01/2019,4014.133187
ETH,07/01/2019,154.580823
BTC,08/01/2019,3989.631741
ETH,08/01/2019,149.6001646
BTC,09/01/2019,3992.986144
ETH,09/01/2019,148.9541572
BTC,10/01/2019,3995.325193
ETH,10/01/2019,149.4467337
BTC,11/01/2019,3617.346291
ETH,11/01/2019,126.5650301
BTC,12/01/2019,3606.16489
ETH,12/01/2019,123.5910351
BTC,13/01/2019,3611.528238
ETH,13/01/2019,123.8033581
BTC,14/01/2019,3497.669392
ETH,14/01/2019,114.9442239
BTC,15/01/2019,3654.347067
ETH,15/01/2019,128.0799992
BTC,16/01/2019,3568.751259
ETH,16/01/2019,118.5098662
BTC,17/01/2019,3593.72174
ETH,17/01/2019,121.9013892
BTC,18/01/2019,3623.717337
ETH,18/01/2019,121.687446
BTC,19/01/2019,3605.855187
ETH,19/01/2019,119.200111
BTC,20/01/2019,3690.908564
ETH,20/01/2019,123.5757733
BTC,21/01/2019,3544.221724
ETH,21/01/2019,117.5549281
BTC,22/01/2019,3528.463529
ETH,22/01/2019,115.7333685
BTC,23/01/2019,3581.551947
ETH,23/01/2019,118.2059598
BTC,24/01/2019,3549.770799
ETH,24/01/2019,116.3314967
BTC,25/01/2019,3562.920476
ETH,25/01/2019,116.1124519
BTC,26/01/2019,3566.666164
ETH,26/01/2019,115.2563719
BTC,27/01/2019,3563.27801
ETH,27/01/2019,115.2436153
BTC,28/01/2019,3539.620947
ETH,28/01/2019,112.6337305
BTC,29/01/2019,3425.262161
ETH,29/01/2019,105.00828
BTC,30/01/2019,3395.018645
ETH,30/01/2019,104.1371894
BTC,31/01/2019,3441.032215
ETH,31/01/2019,107.5714899
BTC,01/02/2019,3420.633227
ETH,01/02/2019,106.1733014
BTC,02/02/2019,3439.805699
ETH,02/02/2019,106.1211666
BTC,03/02/2019,3433.035285
ETH,03/02/2019,106.7283216
BTC,04/02/2019,3404.499313
ETH,04/02/2019,106.0944999
BTC,05/02/2019,3412.230431
ETH,05/02/2019,106.2401879
BTC,06/02/2019,3419.767899
ETH,06/02/2019,105.9936587
BTC,07/02/2019,3367.519032
ETH,07/02/2019,103.9392121
BTC,08/02/2019,3360.534076
ETH,08/02/2019,103.2855553
BTC,09/02/2019,3591.022152
ETH,09/02/2019,116.4289745
BTC,10/02/2019,3617.46468
ETH,10/02/2019,117.848711
BTC,11/02/2019,3621.154003
ETH,11/02/2019,120.3541791
BTC,12/02/2019,3593.183177
ETH,12/02/2019,119.8905691
BTC,13/02/2019,3579.341881
ETH,13/02/2019,120.2123398
BTC,14/02/2019,3569.554833
ETH,14/02/2019,120.4059778
BTC,15/02/2019,3558.396858
ETH,15/02/2019,119.8093875
BTC,16/02/2019,3566.247765
ETH,16/02/2019,120.2850568
BTC,17/02/2019,3596.405191
ETH,17/02/2019,122.2792165
BTC,18/02/2019,3606.151988
ETH,18/02/2019,132.0913764
BTC,19/02/2019,3865.318165
ETH,19/02/2019,142.6179951
BTC,20/02/2019,3904.48292
ETH,20/02/2019,144.1606666
BTC,21/02/2019,3924.739844
ETH,21/02/2019,145.548254
BTC,22/02/2019,3889.758485
ETH,22/02/2019,142.8699894
BTC,23/02/2019,3933.60759
ETH,23/02/2019,146.6658012
BTC,24/02/2019,4105.112759
ETH,24/02/2019,157.0470867
BTC,25/02/2019,3763.620516
ETH,25/02/2019,137.763891
BTC,26/02/2019,3819.865341
ETH,26/02/2019,138.0371413
BTC,27/02/2019,3797.58179
ETH,27/02/2019,135.7434191
BTC,28/02/2019,3772.936335
ETH,28/02/2019,131.6677685
BTC,01/03/2019,3799.678543
ETH,01/03/2019,134.8225062
BTC,02/03/2019,3811.611979
ETH,02/03/2019,135.0662511
BTC,03/03/2019,3804.41917
ETH,03/03/2019,131.3451771
BTC,04/03/2019,3782.664101
ETH,04/03/2019,130.3974612
BTC,05/03/2019,3689.862893
ETH,05/03/2019,124.7250939
BTC,06/03/2019,3832.080885
ETH,06/03/2019,135.000572
BTC,07/03/2019,3848.95637
ETH,07/03/2019,137.084377
BTC,08/03/2019,3859.839983
ETH,08/03/2019,136.8074624
BTC,09/03/2019,3828.371904
